Blackbean,Flax,Canola,Kochia,Sugar beet,Soybean,Waterhemp,Ragweed,Redroot Pigweed,Lentil,Corn,Field Pea,Horseweed
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
0.2532210719027702,0.18082262130809465,0.3441665512956115,0.31812542832447444,0.12575246874221685,0.37879269318417963,0.19640610196443908,0.19201854380852432,0.18476289798117684,0.17780469313573777,0.26027132953241183,0.3441761375914861,0.12575261370019303
